Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,CleanedReview
567662,B005K4Q68Q,A3BHMPPJEOZ3W1,jack wood,0,0,5,1330905600,Well worth the money,The hot cocoa is delicious and is strong enough to make the larger size. I find all three flavors delicious with my favorite being the dark cocoa.  The best bang for the buck I have so far found for hot cocoa.  I tend to use my coffee maker for everything but coffee.,hot cocoa delicious strong enough make larger size find three flavor delicious favorite dark cocoa best bang buck far found hot cocoa tend use coffee maker everything coffee
567663,B005K4Q68Q,A158I4XBGHVQ7W,glj104,0,0,5,1330905600,"Rich, smooth and creamy","Very good hot chocolate.  I have tried a few different brands, and this one is the best I have tried.  Should be priced higher for the quality you get.",good hot chocolate tried different brand one best tried priced higher quality get
567664,B005K4Q68Q,A1VABJOP02YUJG,amazonnut,0,0,5,1330819200,amazon nut,"I've been buying this milk hot chocolate for months now and it's one of the best I've had.  I even got my in-laws hooked on it and my granddaughters absolutely love it!  Great price, great product!",ive buying milk hot chocolate month one best ive even got inlaws hooked granddaughter absolutely love great price great product
567665,B005K4Q68Q,A2F20N23SUFXZG,Ryan P,0,0,5,1330560000,PERFECT!,Just what I was looking for tired of going to the store to pick these up and always being sold out! I love the flavor not so sweet and just right!! Thank you! and will be buying again!!,looking tired going store pick always sold love flavor sweet right thank buying
567666,B005K4Q68Q,A1OASDKPOPZPKD,Pam,0,0,3,1330560000,SWEET,"My oh my is this cocoa sweet. Too sweet I'd say. You're better off making hot cocoa from scratch. I bought this because I thought the minty flavor would be good, but it's too sweet. So are the dark and milk chocolate flavors.",oh cocoa sweet sweet id say youre better making hot cocoa scratch bought thought minty flavor would good sweet dark milk chocolate flavor
567667,B005K4Q68Q,A3J8AQWNNI3WSN,TSparties,0,0,5,1330387200,Hot Cocoa K-cups,"I was a little skeptical when I bought this, but it has really been a great purchase.  The cocoa is DELICIOUS!  It's so easy to just make my daughter and I some cocoa quickly before sitting down to watch a movie.  I didn't have to add anything to it, but I did add a tiny bit of milk just to cool it down.  I would definitely recommend this product and purchase it again.",little skeptical bought really great purchase cocoa delicious easy make daughter cocoa quickly sitting watch movie didnt add anything add tiny bit milk cool would definitely recommend product purchase
567668,B005K4Q68Q,AMRI1HBLPI25L,Eric Stein,0,0,4,1330300800,Sugar AND Sucralose,I didn't read the reviews thoroughly and found out too late that this product has enough sugar to give it 60 calories and 11 grams of carbohydrate in each cup. I tried one with a bit of cream and found it to be very tasty. I'll keep it around for friends and family or perhaps an occasional mini-splurge. I'd like to see amazon include nutritional info in the future.,didnt read review thoroughly found late product enough sugar give calorie gram carbohydrate cup tried one bit cream found tasty ill keep around friend family perhaps occasional minisplurge id like see amazon include nutritional info future
567669,B005K4Q68Q,A15UT1J4NEDI5M,JUSTJENN25,0,0,4,1330128000,Really tasty...,This is really tasty hot chocolate.  I like it much more than the dark chocolate flavor but that is just my preference...,really tasty hot chocolate like much dark chocolate flavor preference
567670,B005K4Q68Q,A9AAK8MS0T90F,William,0,0,5,1330128000,Great Value,"Good value for the money. These are good. The hot cocoa is excellent however, don't get the coffee cuz its instant!",good value money good hot cocoa excellent however dont get coffee cuz instant
567671,B005K4Q68Q,AGFV9F4CI93S3,Logical,0,0,5,1329868800,Not bad using CoffeeMate Chocolate Creamer,"Not bad at all when I use CoffeeMate CHOCOLATE creamer.<br />I still like swiss mix made with 2% milk a little better.<br />But as far K-Cups go, this milk chocolate with the Coffeemate Chocolate Creamer is not bad.<br />And currently, it is less than $11.00 for 24 cups.",bad use coffeemate chocolate creameri still like swiss mix made milk little betterbut far kcups go milk chocolate coffeemate chocolate creamer badand currently less cup
567672,B005K4Q68Q,ALHX4DKHGQD4Z,Robin,0,0,5,1329868800,nummy,My boyfriend and I really like these k cups. We have tried others and they were kind of gross. These are the ones we will stick with. Can't go wrong.,boyfriend really like k cup tried others kind gross one stick cant go wrong
567673,B005K4Q68Q,A1XNHRL5TPXK6N,bobnanna1999,0,0,4,1329782400,kids will love it,This is a great hot cocoa as long as you read the box and only use the 8oz setting on your coffee make. Otherwise it will taste watered down. Also it is an instant coffee so dont be surprised by it.,great hot cocoa long read box use oz setting coffee make otherwise taste watered also instant coffee dont surprised
567674,B005K4Q68Q,A1ET4NWR651CAX,K. Anderson,0,0,3,1329523200,"Buy packets, swiss miss is better and cheaper.","The product is not bad, but must brew at smallest cup size or it has no flavor.  Definitely an aftertaste. Watery.",product bad must brew smallest cup size flavor definitely aftertaste watery
567675,B005K4Q68Q,A3LXOMANBRFQJG,suaimhneas15,0,0,2,1329350400,Too watery after multiple settings.,"A hot chocolate packet was the first K-Cup on my new Keurig (it was 1 a.m. and I wasn't ready for coffee before bed). I had read they ran a little watery but I decided to try it on the 10 oz. setting, took a sip, and tossed it. The next morning I made one with 8 oz. and added some whipped cream. The taste was kind of grainy and it was still pretty watery. My husband made one to try at 6 oz. and said it tasted like sugar water. I might try combining 2-3 6 oz. servings to use the box up but we won't be buying more.",hot chocolate packet first kcup new keurig wasnt ready coffee bed read ran little watery decided try oz setting took sip tossed next morning made one oz added whipped cream taste kind grainy still pretty watery husband made one try oz said tasted like sugar water might try combining oz serving use box wont buying
567676,B005K4Q68Q,AIKDGFLEZER9T,BonnieBrown,0,0,4,1329350400,Good drink,"A good cup of hot chocolate...with a couple of marshmellows.  Make it for my daughter every time she visits. She is nearly 60, and she loves it.",good cup hot chocolatewith couple marshmellows make daughter every time visit nearly love
567677,B005K4Q68Q,A19N2TU4D31BT6,Lee Strain,0,0,5,1329350400,Never without!,All three flavors have a nice aroma and rich chocolate taste. Peppermint is our favorite. We enjoy a cup after dinner 'flavored' with a bit of creme liquor nearly every night. It's become a tasty habit.,three flavor nice aroma rich chocolate taste peppermint favorite enjoy cup dinner flavored bit creme liquor nearly every night become tasty habit
567678,B005K4Q68Q,A2HH2V5Q7ZUK0K,KimmK3,0,0,4,1329264000,Grandkids love it!,This item had a great price and tastes great. The only thing that could make this product better is if the little plastic cup was recyclable or compostable.,item great price taste great thing could make product better little plastic cup recyclable compostable
567679,B005K4Q68Q,A1WVMU2PMQ0GXW,"Patricia Clements ""Patsijean""",0,0,4,1329177600,Great cocoa..,"My husband and I really like this cocoa.  I add extra milk to my cup for a creamier flavor, but the convenience cannot be beat.",husband really like cocoa add extra milk cup creamier flavor convenience cannot beat
567680,B005K4Q68Q,A10E57QZ4GJ32F,Sharks77,0,0,5,1329177600,keurig hot chocolate,"great deal, especially for the price. Item arrived quicker than anticipated. This has saved me many trips to Dunkin Doniuts as well as saving me paying double the price for a cup of hot chocolate that's just as good. Looking for more to stockpile!",great deal especially price item arrived quicker anticipated saved many trip dunkin doniuts well saving paying double price cup hot chocolate thats good looking stockpile
567681,B005K4Q68Q,A2OQ6RXQT17LGQ,snaponlarry,0,0,5,1329004800,Grove cocoa k-cups,Love them. Hardly notice any aftertaste from sweetener. I don't agree with some of the others that didn't like it...Will buy again...,love hardly notice aftertaste sweetener dont agree others didnt like itwill buy
567682,B005K4Q68Q,A1AANQDL7EQUII,Bigduck,0,0,3,1329004800,Not Swisshot chocolate,This product is nice and the price is right but it isn't Swiss Chocolate for sure.<br /><br />Just doesn't have that real deep chocolate taste.,product nice price right isnt swiss chocolate surejust doesnt real deep chocolate taste
567683,B005K4Q68Q,A29WENSRNV44RY,selketine,0,0,3,1328832000,Kids love it - me not so much,"I bought this brand of hot chocolate K cups cause it had the best review on Amazon at the time.  The kids love it - they especially like the peppermint flavor which I can't see any other way to get except in this mixed box.  You get milk chocolate, dark chocolate and peppermint flavors.  I tried it a few times and it is too weak for my taste.  I make it on the lowest setting on my Keurig which I think is around 7 ounces and it is still weak to me but perfect for them.  If you like a strong chocolate flavor this isn't it.",bought brand hot chocolate k cup cause best review amazon time kid love especially like peppermint flavor cant see way get except mixed box get milk chocolate dark chocolate peppermint flavor tried time weak taste make lowest setting keurig think around ounce still weak perfect like strong chocolate flavor isnt
567684,B005K4Q68Q,A1TOW634MZ0ELQ,kathyallen45,0,0,5,1328659200,Hot Choc K Cup,Wow what a deal. These taste just as good as the expensive brands. Most definately will be buying these again.,wow deal taste good expensive brand definately buying
567685,B005K4Q68Q,AO6735APC3YAJ,"J. Newman ""J. Newman""",59,64,4,1318896000,"Better than the others, but still not quite there","I feel like I've tried every hot cocoa there is in the k-cups.  While I do think this is the best hot cocoa so far, it still isn't great.  I'm not sure what it is, but all of the cocoa k-cups seem to have a weird taste to them.  It's almost like there is artificial sweetener in them,, but I know there is not.<br />I set it on the smallest cup setting for cocoa.  This has more body to it than others.<br />I'm still waiting and hoping that Dunkin' Donuts will put out their hot cocoa in a k-cup.  There really is nothing better than that.<br />If you want a k-cup hot cocoa, I would def. recommend this over all the others.",feel like ive tried every hot cocoa kcups think best hot cocoa far still isnt great im sure cocoa kcups seem weird taste almost like artificial sweetener know noti set smallest cup setting cocoa body othersim still waiting hoping dunkin donut put hot cocoa kcup really nothing better thatif want kcup hot cocoa would def recommend others
567686,B005K4Q68Q,A1J75JJ0Q2OEJN,Raven A. Wind,187,216,3,1325808000,Why can't anyone make a hot cocoa without sucralose/Splenda in it?,"I HATE SUCRALOSE.<br /><br />Honestly, I don't know how other people CAN'T taste it when it's in sweetened products. It's got this unpleasant fake flavor that I just can't ignore. I think any company that uses that junk should be required by law to indicate it on their box and all advertising.<br /><br />That being said, it seems like this hot cocoa has less sucralose than the Cafe Escapes Hot Cocoa, and as such I have to give it higher marks than the competition.<br /><br />Still, I can't believe this product AND its nearest competitor use sucralose but don't say they're a diet, lite, low-sugar, or otherwise unnaturally-sweetened product. It's frustrating. I can taste the stuff, and I really dislike it. I also don't like the chemical makeup of sucralose, but I won't go into that here (just believe me: natural sugar is way better for you in the long run).<br /><br />There's one other choice out there for a hot cocoa in a K-Cup, and that's Swiss Miss. Unfortunately, the Swiss Miss K-Cups are ridiculously high priced and hard to find.<br /><br />My opinion? It's probably better if you just get your favorite hot cocoa in packets, and use the hot water function of your Keurig. It's not worth the K-Cup convenience if you have to put up with artificial sweeteners or significantly higher prices. Spending more than seventy-five cents per cup of water-based hot cocoa is about the limit for me.<br /><br />So, if you're into sucralose/Splenda, then by all means grab this and enjoy that weird aftertaste and decidedly not-sugar flavor. If you're like me, though, and can't stand that artificial stuff, then avoid this product and find another option.<br /><br />Three stars for tasting decent despite the awful artificial sweetener. Minus two stars for being artificially sweetened and not mentioning it anywhere.<br /><br />UPDATE:  I just found out that the Swiss Miss K-Cups also use sucralose. So really, your only choice is to get packets and use your Keurig as a hot water dispenser. How disappointing.<br /><br />UPDATE 02/12: After some research, I found that there is one K-Cup hot cocoa that doesn't have sucralose; However, it is loaded with fructose instead (not the greatest trade-off, since it tastes different from sugar/sucrose, in my opinion) and has no actual sugar/sucrose in it. That one is Green Mountain Coffee Hot Cocoa. Unfortunately, reviews of it say it has a strong coconut flavor (probably because the second ingredient is coconut oil) and is on the salty side, so I have avoided it. It's also more expensive per-cup, and unless you think a single cup of cocoa is worth over a dollar and twenty-five cents (as opposed to a box of 12 packets being around two dollars) then go ahead and try it. I will refrain at this point and stick to using packets.<br /><br />I would also like to clarify again that despite what some comments say, the Cafe Escapes Hot Cocoa K-Cups, Swiss Miss Hot Cocoa K-Cups, and Grove Square Hot Cocoa K-Cups ALL use sucralose. Yes, there is sugar in some of those, but it is IN ADDITION TO sucralose/Splenda, and not by itself.<br /><br />So your choices right now are pure sucralose, sucralose plus a sugar, or pure fructose. None of them is appetizing to me, and all of them make the cost per cup of cocoa quite unpleasant.<br /><br />43 servings of sugar-sweetened cocoa in a canister will run you around six bucks, and it's no more complicated than a K-Cup if you know how to operate a spoon.",hate sucralosehonestly dont know people cant taste sweetened product got unpleasant fake flavor cant ignore think company us junk required law indicate box advertisingthat said seems like hot cocoa less sucralose cafe escape hot cocoa give higher mark competitionstill cant believe product nearest competitor use sucralose dont say theyre diet lite lowsugar otherwise unnaturallysweetened product frustrating taste stuff really dislike also dont like chemical makeup sucralose wont go believe natural sugar way better long runtheres one choice hot cocoa kcup thats swiss miss unfortunately swiss miss kcups ridiculously high priced hard findmy opinion probably better get favorite hot cocoa packet use hot water function keurig worth kcup convenience put artificial sweetener significantly higher price spending seventyfive cent per cup waterbased hot cocoa limit meso youre sucralosesplenda mean grab enjoy weird aftertaste decidedly notsugar flavor youre like though cant stand artificial stuff avoid product find another optionthree star tasting decent despite awful artificial sweetener minus two star artificially sweetened mentioning anywhereupdate found swiss miss kcups also use sucralose really choice get packet use keurig hot water dispenser disappointingupdate research found one kcup hot cocoa doesnt sucralose however loaded fructose instead greatest tradeoff since taste different sugarsucrose opinion actual sugarsucrose one green mountain coffee hot cocoa unfortunately review say strong coconut flavor probably second ingredient coconut oil salty side avoided also expensive percup unless think single cup cocoa worth dollar twentyfive cent opposed box packet around two dollar go ahead try refrain point stick using packetsi would also like clarify despite comment say cafe escape hot cocoa kcups swiss miss hot cocoa kcups grove square hot cocoa kcups use sucralose yes sugar addition sucralosesplenda itselfso choice right pure sucralose sucralose plus sugar pure fructose none appetizing make cost per cup cocoa quite unpleasant serving sugarsweetened cocoa canister run around six buck complicated kcup know operate spoon
567687,B005K4Q68Q,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",24,25,5,1321401600,Really Good Hot Cocoa - Highly Recommended,"These Grove Square Hot Cocoa flavors are by far the best tasting we have found for the Keurig. We took a chance on these due to the high review ratings and it was a pleasant surprise that all three flavors are really good.<br /><br />Dark Chocolate - My favorite, very good even on the ""large"" cup setting<br />Milk Chocolate - Excellent on the ""small"" cup and good on the ""large"" cup setting<br />Peppermint - Everyone likes this one, on either cup size setting<br /><br />These do contain Sucralose in addition to sugar, I don't notice the taste but my wife does (but she still likes them).<br /><br />Highly Recommended!<br /><br />CFH",grove square hot cocoa flavor far best tasting found keurig took chance due high review rating pleasant surprise three flavor really gooddark chocolate favorite good even large cup settingmilk chocolate excellent small cup good large cup settingpeppermint everyone like one either cup size settingthese contain sucralose addition sugar dont notice taste wife still like themhighly recommendedcfh
567688,B005K4Q68Q,A1JDKNDE73FLV2,lynnsmom,16,16,5,1323734400,Great flavor!,Excellent product! A tip from the Keurig people: shake the K-cup before using it. This prevents the cocoa from clumping and results in more flavor.,excellent product tip keurig people shake kcup using prevents cocoa clumping result flavor
567689,B005K4Q68Q,A3OAYBV9IQV33C,Rob,14,14,4,1323648000,Not bad. Not bad at all.,"I have read some really funny reviews about this product.  Some complain that there is noting left in the pod after it has filled the cup, so 'therefore' it must have been an instant mix!  Brilliant deduction, Sherlock!  What did you expect...to see choco-grounds in the cup?  Yes, it is no doubt cheaper to go some other route, that's why 4 instead of 5 stars.<br /><br />But the taste is what you want to know about, right?  The Dark Chocolate flavor is fairly robust with little 'grittyness' to it.  Plop a marshmallow in the cup before brewing and you'll have a real treat!  It comes out strong enough on either the 6 oz or 10 oz setting of the brewer.  Not surprisingly, the milk chocolate flavor is not as strong and a little smoother.  Marshmallow trick has a little different effect making the milk chocolate not only creamier and smoother but a little dilute too.  So, maybe a few mini-marshmallows instead of a full-sized one for this flavor.  Oh, and definitely go 6 oz cup.  My oldest granddaughter and I contest for the peppermint chocolate.  She wins, of course, but it's pretty good when I can get one.  No marshmallow needed.  The hint of peppermint is just enough.  6 oz cup on this one is the best way to go, too.<br /><br />I think I got the cups sizes right.  If I didn't, you'll figure it out.  Btw, I'd imagine the reason it's always out of stock is because people keep buying it!  I've dipped into the supply well a few times myself.  Pretty good. Pretty cheap. Pretty hard to get at times.  I'll buy it again!",read really funny review product complain noting left pod filled cup therefore must instant mix brilliant deduction sherlock expectto see chocogrounds cup yes doubt cheaper go route thats instead starsbut taste want know right dark chocolate flavor fairly robust little grittyness plop marshmallow cup brewing youll real treat come strong enough either oz oz setting brewer surprisingly milk chocolate flavor strong little smoother marshmallow trick little different effect making milk chocolate creamier smoother little dilute maybe minimarshmallows instead fullsized one flavor oh definitely go oz cup oldest granddaughter contest peppermint chocolate win course pretty good get one marshmallow needed hint peppermint enough oz cup one best way go tooi think got cup size right didnt youll figure btw id imagine reason always stock people keep buying ive dipped supply well time pretty good pretty cheap pretty hard get time ill buy
567690,B005K4Q68Q,A2GR7SRMJ54RG7,Book Vamp,21,23,5,1321488000,Perfect Cocoa,"Everyone in my family likes hot cocoa. I was running plain water through my k-cup maker and using hot cocoa from a canister but my kids didn't really get the right measurements and more often than not we would have overflow. So I decided to try this for my kids and it makes a perfect cup every time. No overflow. The taste is good, its creamy with enough cocoa to water ratio for my kids. I will be ordering this product from now on for my family.<br />In the interest of product comparison, we have ordered Timothy's white hot chocolate, and Green Mountain Hot cocoa, Timothy's was great, but pricy, and Green Mountain didn't really taste all that great to our family. It had a watered down taste to it.",everyone family like hot cocoa running plain water kcup maker using hot cocoa canister kid didnt really get right measurement often would overflow decided try kid make perfect cup every time overflow taste good creamy enough cocoa water ratio kid ordering product familyin interest product comparison ordered timothy white hot chocolate green mountain hot cocoa timothy great pricy green mountain didnt really taste great family watered taste
567691,B005K4Q68Q,A1J92I2HPUPAXT,J. Moore,11,11,4,1322006400,Tasty and at a great price.,"When I weigh the convenience of a K cup against the price and the taste, I would characterize these as a winner. Not the best cup of cocoa on the planet but compared to making it yourself or using a packet, these are pretty darn good. They nice a nice chocolate flavor with no funny after taste that I've had with some other brands. Do not select 10 oz on your machine though. Make it only at 6 or 8 oz otherwise it will be watery in my opinion. All in all a fine cup of hot chocolate.",weigh convenience k cup price taste would characterize winner best cup cocoa planet compared making using packet pretty darn good nice nice chocolate flavor funny taste ive brand select oz machine though make oz otherwise watery opinion fine cup hot chocolate
567692,B005K4Q68Q,A1TTREMB4DDEX7,ShanyaG.,11,11,5,1321228800,"Much better than expected, great for the kids","I am actually surprised at how good this product is. I am a Cuisinart Keurig owner with two teens that love to drink hot cocoa and cider pretty much year round.<br /><br />Price point: The price for these at the store ( exact brand ) is almost triple of what we pay here for the same amount, with subscribe and save this makes these quite affordable for my family use. In comparison to other more expensive brands it's a great bargain without sacrificing quality over quantity.<br /><br />Flavor wise: My kids love it, and have already asked me to purchase more. My daughter says that the peppermint is right on and not too weak even if using a larger cup. I love the dark chocolate in my coffee to make a mocha ( 10oz coffee to 4 oz chocolate ) and it's much better than some other brands that I have tried in the past.<br /><br />Overall impression:  Great value, good flavor, excellent price point I will be purchasing more.",actually surprised good product cuisinart keurig owner two teen love drink hot cocoa cider pretty much year roundprice point price store exact brand almost triple pay amount subscribe save make quite affordable family use comparison expensive brand great bargain without sacrificing quality quantityflavor wise kid love already asked purchase daughter say peppermint right weak even using larger cup love dark chocolate coffee make mocha oz coffee oz chocolate much better brand tried pastoverall impression great value good flavor excellent price point purchasing
567693,B005K4Q68Q,A1KNF8V0TT4LW2,"W. Hoyt ""Pee Wee Shooter""",10,10,5,1319587200,"Rich, thick cocoa.  Surprisingly good!","Ordered on a whim.  My first ""Grove Square"" purchase.  Great for the family's occasional cocoa desire.  Being a K-Cup it's fast and easy.  Was a little worried the cocoa might leave some after taste in my coffee, so far so good.  Great cup of dark, rich cocoa.  Maybe could taste a LITTLE better if it was from a gourmet brand you mix yourself with steamed milk.  The ease and simplicity, and lack of clean up, make this a better option for me.  Will order again.  Nice to see it on subscribe and save.",ordered whim first grove square purchase great family occasional cocoa desire kcup fast easy little worried cocoa might leave taste coffee far good great cup dark rich cocoa maybe could taste little better gourmet brand mix steamed milk ease simplicity lack clean make better option order nice see subscribe save
567694,B005K4Q68Q,A1MVN7BGX0CYKD,"L. Silver ""amazonophile""",7,7,5,1319155200,Pleasantly surprised,My box of Grove Square Hot Cocoa arrived today and I've just tried it. Delicious. Made a big cup [by mistake] but I'm happy with the flavor and consistency.  No off tastes that I can discern.  A little disappointed at high sodium content. Nice to have as fall starts to chill.,box grove square hot cocoa arrived today ive tried delicious made big cup mistake im happy flavor consistency taste discern little disappointed high sodium content nice fall start chill
567695,B005K4Q68Q,A2B0NY2EROZMSO,Hal DeVore,0,0,2,1328572800,Sucralose!,"I really, really dislike Sucralose.  I don't like the taste, the aftertaste, or the after effects.  I bought this based on it NOT saying it was ""diet"" or ""low calorie"".  The first ingredient is Sugar so it's only partially sweetened with Sucralose.  Sucralose is buried way down in the ingredients list but the taste is noticeable.<br /><br />Sure wish Amazon contained the full nutrition and ingredients labels from all food products.",really really dislike sucralose dont like taste aftertaste effect bought based saying diet low calorie first ingredient sugar partially sweetened sucralose sucralose buried way ingredient list taste noticeablesure wish amazon contained full nutrition ingredient label food product
567696,B005K4Q68Q,A2Y8ISBLBKS74N,"D. Henderson ""exploring my world""",0,0,5,1328486400,Tasty and Good for Weight Watchers!,"OK - this is not the finest European chocolate.  BUT, you can make it in your Keurig and all 3 flavors taste good.  I've joined the ""club"" and get the lowest possible cost.  No charge to join and no effort to quit.  Why not?  It's nice to have when you're dieting, because it's just enough chocolate to keep you on track.  Non-dieters will like it for the convenience.",ok finest european chocolate make keurig flavor taste good ive joined club get lowest possible cost charge join effort quit nice youre dieting enough chocolate keep track nondieters like convenience
567697,B005K4Q68Q,AY6MB5S44GMH4,Jolan,0,0,5,1328486400,Yummy!!,"I've tried a few different Hot Cocoa brands for my Keurig... And have been disappointed EVERY time, until now! Cocoa brews smooth and full flavored-on either the small cup size or the medium! I add a splash of almond milk and I'm ready to go :) Perfect! I'll definitely buy this again.",ive tried different hot cocoa brand keurig disappointed every time cocoa brew smooth full flavoredon either small cup size medium add splash almond milk im ready go perfect ill definitely buy
567698,B005K4Q68Q,A158R7U24SFS1T,autoworker,0,0,4,1328400000,Hot Cocoa,I recieved a Keurig K-Cup Brewer for Christmas with sample cups of coffee and tea but no cocoa so I tried this brand and I like them but I haven't tried other brands yet to compare with. I would buy these again until I find one I like better.,recieved keurig kcup brewer christmas sample cup coffee tea cocoa tried brand like havent tried brand yet compare would buy find one like better
567699,B005K4Q68Q,A3912Y5CRG5D1A,Icey Sparks,0,0,4,1328313600,k-cups,"I see a lot of complaints about Grove Square hot chocolate. I think it tastes ok considering it's a k-cup, not homemade and not gourmet. I don't have anything negative to say the company or the product, it's relatively inexpensive and the company didn't falsely advertise or make any promises about the taste.",see lot complaint grove square hot chocolate think taste ok considering kcup homemade gourmet dont anything negative say company product relatively inexpensive company didnt falsely advertise make promise taste
567700,B005K4Q68Q,A15T9G38F589KM,"Kay Hayes ""knitting ninja""",0,0,4,1328227200,"Not bad, not bad at all","I really like hot cocoa!  I like it sooo much that I have a Cocoa Latte machine, which is great, but sometimes I just want one cup of cocoa not a whole pitcher.  When that happens I used to put on the kettle and heat up the water, then pour in a packet of cocoa mix and stir, and stir, and stir.  And after all that stirring, I'd still get little lumps in my cocoa.  With the K-cups, I get smooth rich cocoa with NO lumps and NO clean-up.  Easy and yummy!<br /><br />Please note: THESE ARE NOT SUGAR-FREE.  The very first ingredient in each flavor is sugar and I did not see any artifical sugar listed in the ingredients.  Each cup has only 60 calories, but if you want sugar-free or are diabetic then this product is probably not for you.",really like hot cocoa like sooo much cocoa latte machine great sometimes want one cup cocoa whole pitcher happens used put kettle heat water pour packet cocoa mix stir stir stir stirring id still get little lump cocoa kcups get smooth rich cocoa lump cleanup easy yummyplease note sugarfree first ingredient flavor sugar see artifical sugar listed ingredient cup calorie want sugarfree diabetic product probably
567701,B005K4Q68Q,AXMBQBI7N8L37,Michael J McCullough,0,0,5,1328140800,TASTE GREAT,Very good hot cocoa.  And price was right<br /><br />Awesome and passing the word on the item.  Will buy it again,good hot cocoa price rightawesome passing word item buy
567702,B005K4Q68Q,A12NJLAHKB8DVM,Trudy Myers,0,0,5,1328140800,Yummy!,"The thing I like most about this brand of hot chocolate is that once I remove it from the keurig, it doesn't leak all over the place.  For some reason, all the hot chocolates I've purchased before leak all over when you remove them from the coffee pot.  My coffee doesn't do that so not sure why that is.  This is a great deal for the amount you get as well, and taste yummy!",thing like brand hot chocolate remove keurig doesnt leak place reason hot chocolate ive purchased leak remove coffee pot coffee doesnt sure great deal amount get well taste yummy
567703,B005K4Q68Q,AW9KV1KKSBOY7,"Deidra Nickerson ""Crazy about Books""",0,0,5,1327968000,Best Ever,I found this brand and the fact that it was dark chocolate made it by far the best I've had for my Keurig.  I will continue to order this particular brand.,found brand fact dark chocolate made far best ive keurig continue order particular brand
567704,B005K4Q68Q,A1AVDAS4VK9FCL,Joe H.,0,0,5,1327968000,Good Hot Chocolate,"I love these hot chocolates. I think they're way better than the cafe express hot chocolates. These and the Swiss Miss hot chocolate are my favorite K-Cups. And the price of these are the best I've been able to find. My girlfriend and I have already gone through about half of them in about two weeks, and I never used to drink much hot chocolate.<br />I recommend these",love hot chocolate think theyre way better cafe express hot chocolate swiss miss hot chocolate favorite kcups price best ive able find girlfriend already gone half two week never used drink much hot chocolatei recommend
567705,B005K4Q68Q,A3L4LBON8P64YQ,Kool-aid,0,0,5,1327968000,Yummy!,I really enjoy this hot chocolate with a little fat free half & half for creaminess. Being that I am not a coffee drinker these k cups offer a nice change from tea. The local stores sell this as well but it's half the amount of cups and almost the same price. Buy from Amazon.,really enjoy hot chocolate little fat free half half creaminess coffee drinker k cup offer nice change tea local store sell well half amount cup almost price buy amazon
567706,B005K4Q68Q,ALD467ZEFBPDF,"DenDen ""Dennis""",0,0,4,1327881600,Not bad for the price!,"I like to brew a k-cup cocoa into my coffee for a nice mocha.  This dark chocolate flavor is quite nice, especially mixed with Double Black Diamond coffee.  Though not the very best, it is good, and the price is right, compared to other brands.",like brew kcup cocoa coffee nice mocha dark chocolate flavor quite nice especially mixed double black diamond coffee though best good price right compared brand
567707,B005K4Q68Q,ANTA6BNDLCQP5,saschiesmum,0,0,1,1327881600,NASTY,"Since I am willing to try alot of new things. I thought that I would buy this product.. And since I do like hot cocoa, I bought 2 boxes.. WORST thing I could have done.. This is bland, with very little flavour. It also has a grainy texture near the bottom of the mug.<br />Personally I will not buy this product again. I will stay with swiss miss or another hot cocoa brand for the Keurig K-Cup",since willing try alot new thing thought would buy product since like hot cocoa bought box worst thing could done bland little flavour also grainy texture near bottom mugpersonally buy product stay swiss miss another hot cocoa brand keurig kcup
567708,B005K4Q68Q,A2YLKQJOGJ8R85,Pinkrabbit,0,0,3,1327795200,Grove Square Hot Cocoa,Does not have a rich chocolate flavor. Tastes a little watery. Not sure who a makes a great cocoa but this is not it.,rich chocolate flavor taste little watery sure make great cocoa
567709,B005K4Q68Q,ABR831QWGPDEE,M. Dodson,0,0,4,1327795200,Pleased with it,"Taste was decent, a little sugary, but very creamy otherwise. Very happy with this product. I will be buying this product again. Packaging interesting, as it's a giant box for the product to float around in until it delivers to your house.",taste decent little sugary creamy otherwise happy product buying product packaging interesting giant box product float around delivers house
567710,B005K4Q68Q,A32Q1A49UMZF8Z,Michael Edwards,0,0,5,1327708800,Grove Square Hot Chocolate is the best.,"Grove Square Hot Chocolate is the best K-cup hot chocolate. I read many reviews before making this purchase, and now I agree, and will continue to buy this brand.",grove square hot chocolate best kcup hot chocolate read many review making purchase agree continue buy brand
567711,B005K4Q68Q,A1YDGQVKRRM1E4,"Amy B ""AmyB""",0,0,4,1327449600,Great hot chocolate and reasonable price,My kids have been begging for hot cocoa k-cups and when I found these so reasonably priced I decided to give them a try.  We all loved them.,kid begging hot cocoa kcups found reasonably priced decided give try loved
567712,B005K4Q68Q,A22IQ8J47JT0D1,Elizabeth,0,0,2,1327449600,"Tastes ""off""","This tastes like it has artificial sweetener in it and doesn't taste very chocolatey. The name brand cocoa Kkups are better, or just dumping a regular cocoa packet in a cup and running the water through into it is better.",taste like artificial sweetener doesnt taste chocolatey name brand cocoa kkups better dumping regular cocoa packet cup running water better
